S/N		Words               		Frequency
23732		sourest             		4
23733		sourest-natured     		1
23734		sourly              		3
23735		sours               		1
23736		sous'd              		1
23737		souse               		1
23738		south               		25
23739		south-west          		1
23740		south-wind          		1
23741		southam             		2
23742		southampton         		5
23743		southerly           		1
23744		southern            		4
23745		southward           		2
23746		southwark           		3
23747		southwell           		7
23748		souviendrai         		1
23749		sov'reign's         		1
23750		sov'reigns          		1
23751		sovereign           		142
23752		sovereign's         		11
23753		sovereign-ere       		1
23754		sovereignest        		1
23755		sovereignly         		1
23756		sovereignty         		24
23757		sovereignvours      		1
23758		sow                 		9
23759		sow'd               		5
23760		sow's               		1
23761		sow-skin            		1
23762		sowing              		1
23763		sowl                		1
23764		sowter              		1
23765		space               		29
23766		spaces              		1
23767		spacious            		12
23768		spade               		8
23769		spades              		1
23770		spain               		13
23771		spak'st             		2
23772		spake               		49
23773		spakest             		1
23774		span                		4
23775		span-counter        		1
23776		spangle             		1
23777		spangled            		2
23778		spaniard            		6
23779		spaniard's          		1
23780		spaniel             		5
23781		spaniel'd           		1
23782		spaniel-fawning     		1
23783		spaniel-like        		1
23784		spaniels            		1
23785		spanish             		3
23786		spanish-pouch       		1
23787		spann'd             		1
23788		spans               		1
23789		spar'd              		6
23790		spare               		61
23791		spares              		2
23792		sparing             		4
23793		sparingly           		2
23794		spark               		9
23795		sparkle             		4
23796		sparkles            		1
23797		sparkling           		8
23798		sparks              		9
23799		sparrow             		8
23800		sparrows            		4
23801		sparta              		2
23802		sparta's            		1
23803		spartan             		3
23804		spavin              		1
23805		spavins             		1
23806		spawn               		1
23807		spawn'd             		1
23808		speak               		1164
23809		speak'              		1
23810		speak'st            		35
23811		speak't             		2
23812		speak-a             		1
23813		speak-my            		1
23814		speak-when          		1
23815		speaker             		9
23816		speaker's           		1
23817		speakers            		1
23818		speakest            		4
23819		speaketh            		1
23820		speaking            		47
23821		speaks              		128
23822		spear               		8
23823		speargrass          		1
23824		spears              		1
23825		special             		38
23826		special-blest       		1
23827		specialities        		1
23828		specially           		2
23829		specialties         		1
23830		specialty           		1
23831		specific            		1
23832		specified           		2
23833		specify             		4
23834		speciously          		2
23835		spectacle           		9
23836		spectacled          		1
23837		spectacles          		8
23838		spectators          		4
23839		spectatorship       		1
23840		speculation         		3
